"locationid","location","iso3","time","population","gdp","longitude","latitude"
566,"Nigeria","NGA",2000,122851984,567.930549859079,8.675276756286621,9.081998825073242
566,"Nigeria","NGA",2010,160952854,2292.44477487332,8.675276756286621,9.081998825073242
566,"Nigeria","NGA",2020,208327405,2085.47406098868,8.675276756286621,9.081998825073242
578,"Norway","NOR",1990,4241636,28204.1082571846,8.46894645690918,60.47202301025391
578,"Norway","NOR",2000,4491202,38060.0916993522,8.46894645690918,60.47202301025391
578,"Norway","NOR",2010,4889741,87754.3480346503,8.46894645690918,60.47202301025391
578,"Norway","NOR",2020,5379839,66870.7307257441,8.46894645690918,60.47202301025391
583,"Micronesia (Fed. States of)","FSM",1990,98603,1639.65067860147,158.21507263183594,6.887481212615967
583,"Micronesia (Fed. States of)","FSM",2000,111709,2171.15967114206,158.21507263183594,6.887481212615967
583,"Micronesia (Fed. States of)","FSM",2010,107588,2885.44589013808,158.21507263183594,6.887481212615967
583,"Micronesia (Fed. States of)","FSM",2020,112107,3499.86321866062,158.21507263183594,6.887481212615967
584,"Marshall Islands","MHL",1990,46048,1675.65869137526,171.9893798828125,6.068301677703857
584,"Marshall Islands","MHL",2000,54225,2258.39743463441,171.9893798828125,6.068301677703857
584,"Marshall Islands","MHL",2010,53416,2846.93308022567,171.9893798828125,6.068301677703857
584,"Marshall Islands","MHL",2020,43414,4130.13090048995,171.9893798828125,6.068301677703857
585,"Palau","PLW",1990,15294,5234.99727719485,134.58251953125,7.51497983932495
585,"Palau","PLW",2000,19726,7737.92200994504,134.58251953125,7.51497983932495
585,"Palau","PLW",2010,18540,10230.6356446672,134.58251953125,7.51497983932495
585,"Palau","PLW",2020,17972,14566.9096385542,134.58251953125,7.51497983932495
586,"Pakistan","PAK",1990,115414070,479.955148002401,69.3451156616211,30.375320434570312
586,"Pakistan","PAK",2000,154369924,540.002840107119,69.3451156616211,30.375320434570312
586,"Pakistan","PAK",2010,194454498,972.59731293382,69.3451156616211,30.375320434570312
586,"Pakistan","PAK",2020,227196741,1167.21649573926,69.3451156616211,30.375320434570312
591,"Panama","PAN",1990,2449968,2498.8381357431,-80.7821273803711,8.537981033325195
591,"Panama","PAN",2000,3001732,3896.6084585563,-80.7821273803711,8.537981033325195
591,"Panama","PAN",2010,3623618,8082.02504936603,-80.7821273803711,8.537981033325195
591,"Panama","PAN",2020,4294397,12269.0458757101,-80.7821273803711,8.537981033325195
598,"Papua New Guinea","PNG",1990,3864973,1075.88899010763,143.95555114746094,-6.314992904663086
598,"Papua New Guinea","PNG",2000,5508298,904.512791638468,143.95555114746094,-6.314992904663086
598,"Papua New Guinea","PNG",2010,7583269,1949.35669875956,143.95555114746094,-6.314992904663086
598,"Papua New Guinea","PNG",2020,9749640,2639.88317473106,143.95555114746094,-6.314992904663086
600,"Paraguay","PRY",1990,4059195,1425.94045369361,-58.44383239746094,-23.442502975463867
600,"Paraguay","PRY",2000,5123819,1725.3397460649,-58.44383239746094,-23.442502975463867
600,"Paraguay","PRY",2010,5768613,4363.12409325289,-58.44383239746094,-23.442502975463867
600,"Paraguay","PRY",2020,6618695,4949.74413017447,-58.44383239746094,-23.442502975463867
604,"Peru","PER",1990,22109099,1319.30145950316,-75.01515197753906,-9.189967155456545
604,"Peru","PER",2000,26654439,1955.53197223867,-75.01515197753906,-9.189967155456545
604,"Peru","PER",2010,29229572,5082.30978206277,-75.01515197753906,-9.189967155456545
604,"Peru","PER",2020,33304756,6162.69825228308,-75.01515197753906,-9.189967155456545
608,"Philippines","PHL",1990,61558898,816.029664403716,121.77401733398438,12.879720687866213
608,"Philippines","PHL",2000,77958224,1072.80299378733,121.77401733398438,12.879720687866213
608,"Philippines","PHL",2010,94636700,2217.47400856669,121.77401733398438,12.879720687866213
608,"Philippines","PHL",2020,112190978,3298.83006215503,121.77401733398438,12.879720687866213
616,"Poland","POL",1990,38064255,1739.97828670016,19.1451358795166,51.91943740844727
616,"Poland","POL",2000,38504431,4466.68109702658,19.1451358795166,51.91943740844727
616,"Poland","POL",2010,38597353,12518.5734565071,19.1451358795166,51.91943740844727
616,"Poland","POL",2020,38428367,15764.1058298611,19.1451358795166,51.91943740844727
620,"Portugal","PRT",1990,10007346,7955.0663554814,-8.224453926086426,39.39987182617188
620,"Portugal","PRT",2000,10300626,11489.6894879185,-8.224453926086426,39.39987182617188
620,"Portugal","PRT",2010,10588401,22449.9439619576,-8.224453926086426,39.39987182617188
620,"Portugal","PRT",2020,10298192,22413.0398391619,-8.224453926086426,39.39987182617188
624,"Guinea-Bissau","GNB",1990,973551,624.648672304093,-15.180413246154783,11.803749084472656
624,"Guinea-Bissau","GNB",2000,1230849,301.906536933763,-15.180413246154783,11.803749084472656
624,"Guinea-Bissau","GNB",2010,1567221,557.632108337777,-15.180413246154783,11.803749084472656
624,"Guinea-Bissau","GNB",2020,2015828,668.190170586211,-15.180413246154783,11.803749084472656
626,"Timor-Leste","TLS",1990,758106,275.12208361457,125.7275390625,-8.87421703338623
626,"Timor-Leste","TLS",2000,878360,415.083479012083,125.7275390625,-8.87421703338623
626,"Timor-Leste","TLS",2010,1088487,806.409920047406,125.7275390625,-8.87421703338623
626,"Timor-Leste","TLS",2020,1299995,1442.72746682645,125.7275390625,-8.87421703338623
630,"Puerto Rico","PRI",1990,3543776,9119.23204356899,-66.47373,18.22964
630,"Puerto Rico","PRI",2000,3827109,17053.6733496686,-66.47373,18.22964
630,"Puerto Rico","PRI",2010,3717922,27482.0306264999,-66.47373,18.22964
630,"Puerto Rico","PRI",2020,3271565,36051.590207536,-66.47373,18.22964
634,"Qatar","QAT",1990,441675,15454.0826165382,51.1838836669922,25.354825973510746
634,"Qatar","QAT",2000,645937,29976.117039047,51.1838836669922,25.354825973510746
634,"Qatar","QAT",2010,1713504,67403.1942486722,51.1838836669922,25.354825973510746
634,"Qatar","QAT",2020,2760385,50814.9344504966,51.1838836669922,25.354825973510746
642,"Romania","ROU",1990,22836234,1717.68817295338,24.966760635375977,45.9431610107422
642,"Romania","ROU",2000,21919877,1682.84017577058,24.966760635375977,45.9431610107422
642,"Romania","ROU",2010,20335211,8123.80129306197,24.966760635375977,45.9431610107422
642,"Romania","ROU",2020,19442039,12928.5806563067,24.966760635375977,45.9431610107422
643,"Russian Federation","RUS",1990,148005704,3891.11093271131,105.31875610351564,61.52400970458984
643,"Russian Federation","RUS",2000,146844839,1786.60100069944,105.31875610351564,61.52400970458984
643,"Russian Federation","RUS",2010,143242599,10732.1778202001,105.31875610351564,61.52400970458984
643,"Russian Federation","RUS",2020,145617329,10165.5059670489,105.31875610351564,61.52400970458984
646,"Rwanda","RWA",1990,7319963,334.07483666671,29.87388801574707,-1.940278053283691
646,"Rwanda","RWA",2000,8109989,260.69585020936,29.87388801574707,-1.940278053283691
646,"Rwanda","RWA",2010,10309031,609.642747573332,29.87388801574707,-1.940278053283691
646,"Rwanda","RWA",2020,13146362,797.705403470109,29.87388801574707,-1.940278053283691
659,"Saint Kitts and Nevis","KNA",1990,40636,5396.53889215478,-62.782997131347656,17.35782241821289
659,"Saint Kitts and Nevis","KNA",2000,45461,9558.33539216032,-62.782997131347656,17.35782241821289
659,"Saint Kitts and Nevis","KNA",2010,47403,15508.616989766,-62.782997131347656,17.35782241821289
659,"Saint Kitts and Nevis","KNA",2020,47643,17433.633185809,-62.782997131347656,17.35782241821289
660,"Anguilla","AIA",1990,8316,8495.53437131929,-63.0686149597168,18.22055435180664
660,"Anguilla","AIA",2000,11048,13352.0959895196,-63.0686149597168,18.22055435180664
660,"Anguilla","AIA",2010,13172,20056.4457894418,-63.0686149597168,18.22055435180664
660,"Anguilla","AIA",2020,15585,17225.9375285437,-63.0686149597168,18.22055435180664
662,"Saint Lucia","LCA",1990,142301,4032.0902284693,-60.96665,13.9066
662,"Saint Lucia","LCA",2000,159500,5973.36923866934,-60.96665,13.9066
662,"Saint Lucia","LCA",2010,170935,8539.71931548977,-60.96665,13.9066
662,"Saint Lucia","LCA",2020,179237,8804.66420555841,-60.96665,13.9066
670,"Saint Vincent and the Grenadines","VCT",1990,112488,2179.43973745619,-61.19134,13.24775
670,"Saint Vincent and the Grenadines","VCT",2000,113813,3676.45441775183,-61.19134,13.24775
670,"Saint Vincent and the Grenadines","VCT",2010,109308,6292.78948709922,-61.19134,13.24775
670,"Saint Vincent and the Grenadines","VCT",2020,104633,7298.37282748766,-61.19134,13.24775
674,"San Marino","SMR",1990,23132,34490.6418673101,12.45777702331543,43.942359924316406
674,"San Marino","SMR",2000,26823,41540.1743857711,12.45777702331543,43.942359924316406
674,"San Marino","SMR",2010,31608,68505.8046598979,12.45777702331543,43.942359924316406
674,"San Marino","SMR",2020,34007,45832.1990481227,12.45777702331543,43.942359924316406
678,"Sao Tome and Principe","STP",1990,120343,951.719942685654,6.613080978393555,0.186360001564025
678,"Sao Tome and Principe","STP",2000,143714,509.380112608538,6.613080978393555,0.186360001564025
678,"Sao Tome and Principe","STP",2010,182139,1094.71048673562,6.613080978393555,0.186360001564025
678,"Sao Tome and Principe","STP",2020,218641,2174.0479183198,6.613080978393555,0.186360001564025
682,"Saudi Arabia","SAU",1990,16004763,7236.34896811393,45.07916259765625,23.885942459106445
682,"Saudi Arabia","SAU",2000,21547390,9171.33048936412,45.07916259765625,23.885942459106445
682,"Saudi Arabia","SAU",2010,29411929,19262.5525186131,45.07916259765625,23.885942459106445
682,"Saudi Arabia","SAU",2020,35997107,20110.3153185196,45.07916259765625,23.885942459106445
686,"Senegal","SEN",1990,7536001,1066.70643567551,-14.452362060546877,14.497401237487791
686,"Senegal","SEN",2000,9704287,617.996862511289,-14.452362060546877,14.497401237487791
686,"Senegal","SEN",2010,12530122,1319.16853296199,-14.452362060546877,14.497401237487791
686,"Senegal","SEN",2020,16436120,1457.9907269663,-14.452362060546877,14.497401237487791
688,"Serbia","SRB",1990,7987529,4258.47173072417,21.005859375,44.01652145385742
688,"Serbia","SRB",2000,7935022,1312.65932084821,21.005859375,44.01652145385742
688,"Serbia","SRB",2010,7653749,5735.42045370661,21.005859375,44.01652145385742
688,"Serbia","SRB",2020,7358005,7655.69588486091,21.005859375,44.01652145385742
690,"Seychelles","SYC",1990,71057,6310.91770790499,55.49197769165039,-4.679574012756348
690,"Seychelles","SYC",2000,80060,9220.81255524935,55.49197769165039,-4.679574012756348
690,"Seychelles","SYC",2010,92409,10628.1213828174,55.49197769165039,-4.679574012756348
690,"Seychelles","SYC",2020,105530,10766.7866890465,55.49197769165039,-4.679574012756348
694,"Sierra Leone","SLE",1990,4325388,203.55189893052,-11.779889106750488,8.460555076599121
694,"Sierra Leone","SLE",2000,4584067,187.727604528372,-11.779889106750488,8.460555076599121
694,"Sierra Leone","SLE",2010,6436698,401.8349986879,-11.779889106750488,8.460555076599121
694,"Sierra Leone","SLE",2020,8233970,474.692062219045,-11.779889106750488,8.460555076599121
702,"Singapore","SGP",1990,3022209,12908.0740375686,103.81983947753906,1.352082967758178
702,"Singapore","SGP",2000,4053603,23847.0085910078,103.81983947753906,1.352082967758178
702,"Singapore","SGP",2010,5163590,46735.5064234852,103.81983947753906,1.352082967758178
702,"Singapore","SGP",2020,5909870,58114.2453472612,103.81983947753906,1.352082967758178
703,"Slovakia","SVK",1990,5261305,3185.62245507181,19.699024200439453,48.66902542114258
703,"Slovakia","SVK",2000,5376690,3837.48772053161,19.699024200439453,48.66902542114258
703,"Slovakia","SVK",2010,5396424,16785.2955262099,19.699024200439453,48.66902542114258
703,"Slovakia","SVK",2020,5456681,19263.6375226744,19.699024200439453,48.66902542114258
704,"Viet Nam","VNM",1990,66912613,95.1883103394885,108.27719879150392,14.058323860168455
704,"Viet Nam","VNM",2000,79001142,390.094697240552,108.27719879150392,14.058323860168455
704,"Viet Nam","VNM",2010,87411012,1317.89070853853,108.27719879150392,14.058323860168455
704,"Viet Nam","VNM",2020,96648685,2785.724225314,108.27719879150392,14.058323860168455
705,"Slovenia","SVN",1990,1986024,9062.85113496466,14.995463371276855,46.15124130249024
705,"Slovenia","SVN",2000,1984339,10208.300988667,14.995463371276855,46.15124130249024
705,"Slovenia","SVN",2010,2057288,23569.9008069872,14.995463371276855,46.15124130249024
705,"Slovenia","SVN",2020,2117641,25777.3967192431,14.995463371276855,46.15124130249024
706,"Somalia","SOM",1990,6999096,137.586257459582,46.199615478515625,5.152149200439453
706,"Somalia","SOM",2000,8721465,231.288292383217,46.199615478515625,5.152149200439453
706,"Somalia","SOM",2010,12026650,90.7335630505376,46.199615478515625,5.152149200439453
706,"Somalia","SOM",2020,16537016,117.858870889433,46.199615478515625,5.152149200439453
710,"South Africa","ZAF",1990,39877570,3171.13389242531,22.9375057220459,-30.55948257446289
710,"South Africa","ZAF",2000,46813266,3078.55899955577,22.9375057220459,-30.55948257446289
710,"South Africa","ZAF",2010,51784922,7328.59364560831,22.9375057220459,-30.55948257446289
710,"South Africa","ZAF",2020,58801927,5094.38403793128,22.9375057220459,-30.55948257446289
716,"Zimbabwe","ZWE",1990,10113893,1299.80676067425,29.154857635498047,-19.015438079833984
716,"Zimbabwe","ZWE",2000,11834677,733.958861343585,29.154857635498047,-19.015438079833984
716,"Zimbabwe","ZWE",2010,12839771,948.331852647912,29.154857635498047,-19.015438079833984
716,"Zimbabwe","ZWE",2020,15669666,1465.8450542437,29.154857635498047,-19.015438079833984
724,"Spain","ESP",1990,38889889,13686.0516662529,-3.74921989440918,40.4636688232422
724,"Spain","ESP",2000,40741652,14620.4724352043,-3.74921989440918,40.4636688232422
724,"Spain","ESP",2010,46572773,30272.5614194153,-3.74921989440918,40.4636688232422
724,"Spain","ESP",2020,47363807,27408.6349002359,-3.74921989440918,40.4636688232422
728,"South Sudan","SSD",2010,9714420,1569.66963840108,31.306978225708008,6.876991748809815
728,"South Sudan","SSD",2020,10606227,1420.71043393456,31.306978225708008,6.876991748809815
729,"Sudan","SDN",2010,33739933,1584.58624997928,30.21763610839844,12.862807273864746
729,"Sudan","SDN",2020,44440486,1415.24344818513,30.21763610839844,12.862807273864746
740,"Suriname","SUR",1990,412756,1855.48603659481,-56.02778244018555,3.919305086135864
740,"Suriname","SUR",2000,478999,2456.02275490747,-56.02778244018555,3.919305086135864
740,"Suriname","SUR",2010,546080,8470.16342211261,-56.02778244018555,3.919305086135864
740,"Suriname","SUR",2020,607065,7022.76722280103,-56.02778244018555,3.919305086135864
748,"Eswatini","SWZ",1990,854011,1525.25795364654,31.465866088867188,-26.52250289916992
748,"Eswatini","SWZ",2000,1030497,1728.69828358404,31.465866088867188,-26.52250289916992
748,"Eswatini","SWZ",2010,1099920,4168.4925557415,31.465866088867188,-26.52250289916992
748,"Eswatini","SWZ",2020,1180655,3305.77427113107,31.465866088867188,-26.52250289916992
752,"Sweden","SWE",1990,8548406,30563.1960581046,18.64350128173828,60.1281623840332
752,"Sweden","SWE",2000,8871044,29592.9791532394,18.64350128173828,60.1281623840332
752,"Sweden","SWE",2010,9381730,52801.2447533751,18.64350128173828,60.1281623840332
752,"Sweden","SWE",2020,10368970,53574.5526372181,18.64350128173828,60.1281623840332
756,"Switzerland","CHE",1990,6711693,39982.0107181297,8.22751235961914,46.81818771362305
756,"Switzerland","CHE",2000,7182059,39171.8185220117,8.22751235961914,46.81818771362305
756,"Switzerland","CHE",2010,7822436,77277.4501951584,8.22751235961914,46.81818771362305
756,"Switzerland","CHE",2020,8638613,86918.6482933755,8.22751235961914,46.81818771362305
760,"Syrian Arab Republic","SYR",1990,12408997,896.569198865665,38.9968147277832,34.80207443237305
760,"Syrian Arab Republic","SYR",2000,16307654,1198.33645350346,38.9968147277832,34.80207443237305
760,"Syrian Arab Republic","SYR",2010,22337563,2830.4285546774,38.9968147277832,34.80207443237305
760,"Syrian Arab Republic","SYR",2020,20772596,889.81524691967,38.9968147277832,34.80207443237305
762,"Tajikistan","TJK",1990,5417861,537.293698650137,71.27609252929688,38.86103439331055
762,"Tajikistan","TJK",2000,6272999,138.455456921365,71.27609252929688,38.86103439331055
762,"Tajikistan","TJK",2010,7621780,749.552349165661,71.27609252929688,38.86103439331055
762,"Tajikistan","TJK",2020,9543207,838.451015762254,71.27609252929688,38.86103439331055
764,"Thailand","THA",1990,55228410,1564.05935148899,100.99253845214844,15.87003231048584
764,"Thailand","THA",2000,63066603,2007.73500822191,100.99253845214844,15.87003231048584
764,"Thailand","THA",2010,68270490,5076.33796430965,100.99253845214844,15.87003231048584
764,"Thailand","THA",2020,71475665,7189.0479887291,100.99253845214844,15.87003231048584
768,"Togo","TGO",1990,3875947,545.020592580607,0.8247820138931271,8.619543075561523
768,"Togo","TGO",2000,5008036,302.206405147466,0.8247820138931271,8.619543075561523
768,"Togo","TGO",2010,6571855,533.508768739606,0.8247820138931271,8.619543075561523
768,"Togo","TGO",2020,8442580,863.144729894068,0.8247820138931271,8.619543075561523
776,"Tonga","TON",1990,98727,1704.84049745819,-175.1982421875,-21.178985595703125
776,"Tonga","TON",2000,102603,1948.90709784717,-175.1982421875,-21.178985595703125
776,"Tonga","TON",2010,107384,3570.19046873975,-175.1982421875,-21.178985595703125
776,"Tonga","TON",2020,105254,4646.10630841556,-175.1982421875,-21.178985595703125
780,"Trinidad and Tobago","TTO",1990,1266519,4164.44497733317,-61.222503662109375,10.691802978515623
780,"Trinidad and Tobago","TTO",2000,1332203,6457.13513373711,-61.222503662109375,10.691802978515623
780,"Trinidad and Tobago","TTO",2010,1410296,16713.7605395232,-61.222503662109375,10.691802978515623
780,"Trinidad and Tobago","TTO",2020,1518147,15285.9732543298,-61.222503662109375,10.691802978515623
784,"United Arab Emirates","ARE",1990,1900152,28091.8062402362,53.84781646728515,23.424076080322266
784,"United Arab Emirates","ARE",2000,3275333,33726.5128055688,53.84781646728515,23.424076080322266
784,"United Arab Emirates","ARE",2010,8481771,33893.3168866906,53.84781646728515,23.424076080322266
784,"United Arab Emirates","ARE",2020,9287289,36284.547905631,53.84781646728515,23.424076080322266
788,"Tunisia","TUN",1990,8440024,1640.22062860552,9.53749942779541,33.88691711425781
788,"Tunisia","TUN",2000,9893316,2211.86122654007,9.53749942779541,33.88691711425781
788,"Tunisia","TUN",2010,10895063,4141.97635336459,9.53749942779541,33.88691711425781
788,"Tunisia","TUN",2020,12161723,3318.33335631969,9.53749942779541,33.88691711425781
792,"Türkiye","TUR",1990,54324142,3849.4752190781,35.24332046508789,38.9637451171875
792,"Türkiye","TUR",2000,64113547,4337.34979565455,35.24332046508789,38.9637451171875
792,"Türkiye","TUR",2010,73195345,10742.4279527653,35.24332046508789,38.9637451171875
792,"Türkiye","TUR",2020,84135428,8538.1319256995,35.24332046508789,38.9637451171875
795,"Turkmenistan","TKM",1990,3720279,833.495132135762,59.556278228759766,38.96971893310547
795,"Turkmenistan","TKM",2000,4569132,1092.15288661952,59.556278228759766,38.96971893310547
795,"Turkmenistan","TKM",2010,5267970,4439.20038235805,59.556278228759766,38.96971893310547
795,"Turkmenistan","TKM",2020,6250438,7103.92192645861,59.556278228759766,38.96971893310547
796,"Turks and Caicos Islands","TCA",1990,11709,8745.00255965651,-71.79792785644531,21.69402503967285
796,"Turks and Caicos Islands","TCA",2000,18745,15842.2601666336,-71.79792785644531,21.69402503967285
796,"Turks and Caicos Islands","TCA",2010,29726,21028.4082669933,-71.79792785644531,21.69402503967285
796,"Turks and Caicos Islands","TCA",2020,44277,23880.5434305344,-71.79792785644531,21.69402503967285
798,"Tuvalu","TUV",1990,9183,1070.23452894385,178.67991638183594,-7.478420734405517
798,"Tuvalu","TUV",2000,9638,1472.65339959288,178.67991638183594,-7.478420734405517
798,"Tuvalu","TUV",2010,10550,2981.54785483333,178.67991638183594,-7.478420734405517
798,"Tuvalu","TUV",2020,11069,4648.34210392431,178.67991638183594,-7.478420734405517
800,"Uganda","UGA",1990,17586630,248.807614979995,32.29027557373047,1.373332977294922
800,"Uganda","UGA",2000,24020698,286.625970203085,32.29027557373047,1.373332977294922
800,"Uganda","UGA",2010,32341728,946.735802808368,32.29027557373047,1.373332977294922
800,"Uganda","UGA",2020,44404611,846.116480744515,32.29027557373047,1.373332977294922
804,"Ukraine","UKR",1990,51589817,1816.25665077459,31.16558074951172,48.379432678222656
804,"Ukraine","UKR",2000,48879756,662.906729640943,31.16558074951172,48.379432678222656
804,"Ukraine","UKR",2010,45683020,2970.21778918073,31.16558074951172,48.379432678222656
804,"Ukraine","UKR",2020,43909667,3557.47735564211,31.16558074951172,48.379432678222656
807,"North Macedonia","MKD",1990,2044174,1458.62815732823,21.745275497436523,41.60863494873047
807,"North Macedonia","MKD",2000,2037936,1854.150905652,21.745275497436523,41.60863494873047
807,"North Macedonia","MKD",2010,2093828,4542.89556771585,21.745275497436523,41.60863494873047
807,"North Macedonia","MKD",2020,2111072,5886.46103737576,21.745275497436523,41.60863494873047
818,"Egypt","EGY",1990,57214631,641.228459008736,30.80249786376953,26.82055282592773
818,"Egypt","EGY",2000,71371372,1390.11295149693,30.80249786376953,26.82055282592773
818,"Egypt","EGY",2010,87252414,2593.36840540137,30.80249786376953,26.82055282592773
818,"Egypt","EGY",2020,107465134,3608.8422559128,30.80249786376953,26.82055282592773
826,"United Kingdom","GBR",1990,57210443,19134.0747891757,-3.435972929000854,55.3780517578125
826,"United Kingdom","GBR",2000,58850044,28207.0014346249,-3.435972929000854,55.3780517578125
826,"United Kingdom","GBR",2010,62760039,39254.9264166413,-3.435972929000854,55.3780517578125
826,"United Kingdom","GBR",2020,67059474,40718.2218139912,-3.435972929000854,55.3780517578125
840,"United States of America","USA",1990,248083732,23651.9779927765,-95.712890625,37.090240478515625
840,"United States of America","USA",2000,282398554,36388.1968092333,-95.712890625,37.090240478515625
840,"United States of America","USA",2010,311182845,48700.3597520124,-95.712890625,37.090240478515625
840,"United States of America","USA",2020,335942004,63122.5941450239,-95.712890625,37.090240478515625
854,"Burkina Faso","BFA",1990,9131361,399.959786251574,-1.561593055725097,12.238332748413086
854,"Burkina Faso","BFA",2000,11882888,255.083778448462,-1.561593055725097,12.238332748413086
854,"Burkina Faso","BFA",2010,16116845,647.204433475899,-1.561593055725097,12.238332748413086
854,"Burkina Faso","BFA",2020,21522626,830.925336867403,-1.561593055725097,12.238332748413086
858,"Uruguay","URY",1990,3117013,2971.25545041949,-55.76583480834961,-32.52277755737305
858,"Uruguay","URY",2000,3292225,6875.0194427878,-55.76583480834961,-32.52277755737305
858,"Uruguay","URY",2010,3352651,11992.038950441,-55.76583480834961,-32.52277755737305
858,"Uruguay","URY",2020,3429087,15438.4013948404,-55.76583480834961,-32.52277755737305
860,"Uzbekistan","UZB",1990,20579100,866.241085842694,64.58525848388672,41.37749099731445
860,"Uzbekistan","UZB",2000,24925555,666.952195676655,64.58525848388672,41.37749099731445
860,"Uzbekistan","UZB",2010,28614227,1645.01333436131,64.58525848388672,41.37749099731445
860,"Uzbekistan","UZB",2020,33526656,1724.1877480419,64.58525848388672,41.37749099731445
862,"Venezuela (Bolivarian Republic of)","VEN",1990,19750579,2395.80699114688,-66.58972930908203,6.423749923706055
862,"Venezuela (Bolivarian Republic of)","VEN",2000,24427729,4842.27505430902,-66.58972930908203,6.423749923706055
862,"Venezuela (Bolivarian Republic of)","VEN",2010,28715022,13846.9234673368,-66.58972930908203,6.423749923706055
862,"Venezuela (Bolivarian Republic of)","VEN",2020,28490454,3740.28736114037,-66.58972930908203,6.423749923706055
882,"Samoa","WSM",1990,168186,707.940649321648,-172.10462951660156,-13.759029388427734
882,"Samoa","WSM",2000,184008,1362.08658328876,-172.10462951660156,-13.759029388427734
882,"Samoa","WSM",2010,194672,3722.14196864526,-172.10462951660156,-13.759029388427734
882,"Samoa","WSM",2020,214930,3889.99736172226,-172.10462951660156,-13.759029388427734
887,"Yemen","YEM",1990,13375121,344.037204224168,48.516387939453125,15.552726745605469
887,"Yemen","YEM",2000,18628701,624.07478326569,48.516387939453125,15.552726745605469
887,"Yemen","YEM",2010,24743946,1334.78494329659,48.516387939453125,15.552726745605469
887,"Yemen","YEM",2020,32284046,937.382745095333,48.516387939453125,15.552726745605469
894,"Zambia","ZMB",1990,7686401,472.176634335798,27.84933280944824,-13.133896827697754
894,"Zambia","ZMB",2000,9891136,345.684498257387,27.84933280944824,-13.133896827697754
894,"Zambia","ZMB",2010,13792087,1489.44762060195,27.84933280944824,-13.133896827697754
894,"Zambia","ZMB",2020,18927715,985.132787628238,27.84933280944824,-13.133896827697754
